Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions including land-use change,Annual CO₂ emissions from land-use change
World,OWID_WRL,1881,882405060.0,3979340000.0,3096935000.0
World,OWID_WRL,1882,931921900.0,4091755500.0,3159833600.0
World,OWID_WRL,1883,991032400.0,4211566000.0,3220533800.0
World,OWID_WRL,1884,1002174300.0,4242371600.0,3240197400.0
World,OWID_WRL,1885,1009671360.0,4253532700.0,3243861200.0
World,OWID_WRL,1886,1025475460.0,4297550000.0,3272074200.0
World,OWID_WRL,1887,1076757800.0,4402570000.0,3325812700.0
World,OWID_WRL,1888,1192271900.0,4516374500.0,3324103000.0
World,OWID_WRL,1889,1191799600.0,4537520000.0,3345720600.0
World,OWID_WRL,1890,1298458200.0,4765091000.0,3466632400.0
World,OWID_WRL,1891,1358873900.0,4922724400.0,3563850800.0
World,OWID_WRL,1892,1370088300.0,4969235500.0,3599147300.0
World,OWID_WRL,1893,1353668700.0,5021088300.0,3667419600.0
World,OWID_WRL,1894,1400857700.0,5103696000.0,3702838300.0
World,OWID_WRL,1895,1485272600.0,5228659000.0,3743386600.0
World,OWID_WRL,1896,1533701400.0,5310308400.0,3776607000.0
World,OWID_WRL,1897,1606300500.0,5421135400.0,3814834700.0
World,OWID_WRL,1898,1694265700.0,5540244500.0,3845978600.0
World,OWID_WRL,1899,1850798100.0,5738546000.0,3887748400.0
World,OWID_WRL,1900,1952209500.0,5955007500.0,4002797800.0
World,OWID_WRL,1901,2016744400.0,6068762000.0,4052017700.0
World,OWID_WRL,1902,2067684100.0,6184921000.0,4117236700.0
World,OWID_WRL,1903,2254094800.0,6384034000.0,4129938700.0
World,OWID_WRL,1904,2279748900.0,6472708000.0,4192959500.0
World,OWID_WRL,1905,2427313200.0,6655935500.0,4228622300.0
World,OWID_WRL,1906,2534734300.0,6778501000.0,4243767000.0
World,OWID_WRL,1907,2888308000.0,7169814000.0,4281506000.0
World,OWID_WRL,1908,2776404200.0,7090031600.0,4313627000.0
World,OWID_WRL,1909,2890468000.0,7229621000.0,4339153000.0
World,OWID_WRL,1910,3033820000.0,7353065500.0,4319245300.0
World,OWID_WRL,1911,3079214800.0,7390277600.0,4311062500.0
World,OWID_WRL,1912,3235538400.0,7483335700.0,4247797200.0
World,OWID_WRL,1913,3505865200.0,7739617300.0,4233752000.0
World,OWID_WRL,1914,3179912400.0,7407436000.0,4227523000.0
World,OWID_WRL,1915,3134378200.0,7317689300.0,4183310800.0
World,OWID_WRL,1916,3385277400.0,7514850000.0,4129572400.0
World,OWID_WRL,1917,3539852500.0,7669791000.0,4129938700.0
World,OWID_WRL,1918,3492840000.0,7642686500.0,4149846500.0
World,OWID_WRL,1919,3028560000.0,7150804000.0,4122244400.0
World,OWID_WRL,1920,3521062400.0,7778264000.0,4257201700.0
World,OWID_WRL,1921,3089464300.0,7456097300.0,4366633000.0
World,OWID_WRL,1922,3239735800.0,7662061600.0,4422326000.0
World,OWID_WRL,1923,3675398000.0,8109082600.0,4433684500.0
World,OWID_WRL,1924,3686099200.0,8149705700.0,4463607000.0
World,OWID_WRL,1925,3725636600.0,8245303000.0,4519666000.0
World,OWID_WRL,1926,3659297000.0,8166383600.0,4507086300.0
World,OWID_WRL,1927,3993753900.0,8513297400.0,4519544000.0
World,OWID_WRL,1928,3976071200.0,8513080300.0,4537009000.0
World,OWID_WRL,1929,4267657200.0,8810772000.0,4543116000.0
World,OWID_WRL,1930,3934730000.0,8501173000.0,4566443000.0
World,OWID_WRL,1931,3516940500.0,8144817000.0,4627876400.0
World,OWID_WRL,1932,3170800600.0,7851927000.0,4681126400.0
World,OWID_WRL,1933,3338349300.0,8045978600.0,4707629600.0
World,OWID_WRL,1934,3630765300.0,8372714500.0,4741949000.0
World,OWID_WRL,1935,3811112000.0,8553061000.0,4741949000.0
World,OWID_WRL,1936,4181088300.0,8954547000.0,4773459000.0
World,OWID_WRL,1937,4469369300.0,9247226000.0,4777856000.0
World,OWID_WRL,1938,4201279700.0,9007471000.0,4806191000.0
World,OWID_WRL,1939,4445443000.0,9258473000.0,4813030400.0
World,OWID_WRL,1940,4854657500.0,9872750000.0,5018092000.0
World,OWID_WRL,1941,4965649000.0,10134821000.0,5169171500.0
World,OWID_WRL,1942,4953623600.0,10155038000.0,5201414000.0
World,OWID_WRL,1943,5035077000.0,10251880000.0,5216803300.0
World,OWID_WRL,1944,5110656000.0,10325627000.0,5214971400.0
World,OWID_WRL,1945,4250264000.0,9433602000.0,5183338500.0
World,OWID_WRL,1946,4638339000.0,9805434000.0,5167095000.0
World,OWID_WRL,1947,5138490000.0,10252945000.0,5114455600.0
World,OWID_WRL,1948,5415709700.0,10478014000.0,5062305000.0
World,OWID_WRL,1949,5245849000.0,10247087000.0,5001238000.0
World,OWID_WRL,1950,6003272000.0,11428435000.0,5425163000.0
World,OWID_WRL,1951,6379796500.0,11978877000.0,5599080400.0
World,OWID_WRL,1952,6465727000.0,12190116000.0,5724389400.0
World,OWID_WRL,1953,6647763000.0,12479874000.0,5832111000.0
World,OWID_WRL,1954,6789969000.0,12793678000.0,6003708400.0
World,OWID_WRL,1955,7443244000.0,13628809000.0,6185564700.0
World,OWID_WRL,1956,7924253000.0,14315246000.0,6390993000.0
World,OWID_WRL,1957,8185547000.0,14768167000.0,6582620000.0
World,OWID_WRL,1958,8417624000.0,15192605000.0,6774980000.0
World,OWID_WRL,1959,8856221000.0,15960473000.0,7104252000.0
World,OWID_WRL,1960,9387668000.0,15955755000.0,6568086500.0
World,OWID_WRL,1961,9418460000.0,15524516000.0,6106056000.0
World,OWID_WRL,1962,9751059000.0,15643748000.0,5892689000.0
World,OWID_WRL,1963,10271655000.0,15924230000.0,5652574700.0
World,OWID_WRL,1964,10829612000.0,16305338000.0,5475726000.0
World,OWID_WRL,1965,11317596000.0,16384297000.0,5066701300.0
World,OWID_WRL,1966,11866933000.0,16714650000.0,4847716400.0
World,OWID_WRL,1967,12244029000.0,17168934000.0,4924904400.0
World,OWID_WRL,1968,12910892000.0,17888313000.0,4977422000.0
World,OWID_WRL,1969,13767398000.0,18433380000.0,4665982000.0
World,OWID_WRL,1970,14898716000.0,19497402000.0,4598686000.0
World,OWID_WRL,1971,15505496000.0,20091360000.0,4585862000.0
World,OWID_WRL,1972,16228730000.0,20819233000.0,4590503400.0
World,OWID_WRL,1973,17086194000.0,21533800000.0,4447607300.0
World,OWID_WRL,1974,17017476000.0,21338431000.0,4320955400.0
World,OWID_WRL,1975,17054627000.0,21424679000.0,4370052600.0
World,OWID_WRL,1976,17991887000.0,22296720000.0,4304833500.0
World,OWID_WRL,1977,18502846000.0,22910028000.0,4407181300.0
World,OWID_WRL,1978,19077194000.0,23300565000.0,4223370800.0
World,OWID_WRL,1979,19618464000.0,23677932000.0,4059467800.0
World,OWID_WRL,1980,19501263000.0,23585890000.0,4084627200.0
World,OWID_WRL,1981,19036117000.0,23427910000.0,4391792600.0
World,OWID_WRL,1982,18884487000.0,23293379000.0,4408891400.0
World,OWID_WRL,1983,19006540000.0,23811387000.0,4804847600.0
World,OWID_WRL,1984,19664755000.0,24970838000.0,5306083000.0
World,OWID_WRL,1985,20325487000.0,25405866000.0,5080380400.0
World,OWID_WRL,1986,20627360000.0,25744013000.0,5116654000.0
World,OWID_WRL,1987,21273905000.0,26386772000.0,5112868000.0
World,OWID_WRL,1988,22107795000.0,27166314000.0,5058518500.0
World,OWID_WRL,1989,22410402000.0,27279247000.0,4868845600.0
World,OWID_WRL,1990,22757480000.0,27634754000.0,4877272600.0
World,OWID_WRL,1991,23244806000.0,28002021000.0,4757215000.0
World,OWID_WRL,1992,22580023000.0,27470730000.0,4890707000.0
World,OWID_WRL,1993,22812901000.0,27689318000.0,4876417500.0
World,OWID_WRL,1994,22969498000.0,28265320000.0,5295823400.0
World,OWID_WRL,1995,23458714000.0,28746965000.0,5288251400.0
World,OWID_WRL,1996,24159384000.0,29444460000.0,5285076000.0
World,OWID_WRL,1997,24302584000.0,31407446000.0,7104862000.0
World,OWID_WRL,1998,24213260000.0,29699977000.0,5486718000.0
World,OWID_WRL,1999,24732390000.0,30221427000.0,5489038300.0
World,OWID_WRL,2000,25453623000.0,30569544000.0,5115921000.0
World,OWID_WRL,2001,25668049000.0,30407066000.0,4739017700.0
World,OWID_WRL,2002,26281038000.0,31458270000.0,5177232000.0
World,OWID_WRL,2003,27651596000.0,33304416000.0,5652819000.0
World,OWID_WRL,2004,28636695000.0,33998959000.0,5362264000.0
World,OWID_WRL,2005,29614602000.0,34331270000.0,4716667400.0
World,OWID_WRL,2006,30593118000.0,35666416000.0,5073296400.0
World,OWID_WRL,2007,31506788000.0,35943770000.0,4436982000.0
World,OWID_WRL,2008,32085836000.0,36728857000.0,4643021000.0
World,OWID_WRL,2009,31564032000.0,36597756000.0,5033725400.0
World,OWID_WRL,2010,33364347000.0,38202050000.0,4837701000.0
World,OWID_WRL,2011,34487013000.0,39451124000.0,4964109300.0
World,OWID_WRL,2012,35006270000.0,39833223000.0,4826953700.0
World,OWID_WRL,2013,35319200000.0,39947320000.0,4628120600.0
World,OWID_WRL,2014,35577537000.0,40495235000.0,4917698600.0
World,OWID_WRL,2015,35558568000.0,40944280000.0,5385713700.0
World,OWID_WRL,2016,35524190000.0,40052040000.0,4527849000.0
World,OWID_WRL,2017,36096737000.0,40428683000.0,4331947000.0
World,OWID_WRL,2018,36826510000.0,41007866000.0,4181356800.0
World,OWID_WRL,2019,37082560000.0,41639840000.0,4557283300.0
World,OWID_WRL,2020,35264086000.0,39321846000.0,4057758000.0
World,OWID_WRL,2021,37123850000.0,41062896000.0,3939044400.0
